alt,mph
23625,453
24650,458
37650,509
27525,490
38625,518
26200,493
22675,506
8750,311
20400,463
21600,311
20675,477
16625,318
24125,357
32675,495
33775,502
33650,506
35650,493
20500,442
37700,523
35625,513
31650,513
34625,534
32625,532
16325,440
38675,520
35650,509
33650,536
27950,500
23350,447
8075,327
36650,488
20850,467
31625,504
38450,488
22075,463
30850,513
20800,437
19825,458
30800,546
37650,525
20600,329
28600,490
35725,497
21500,345
40675,550
36675,525
23225,451
19625,504
24075,483
35700,511
28475,511
32725,525
36625,527
38675,506
32750,523
37550,504
32675,474
37650,541
23525,463
8075,308
36725,552
29600,546
22050,502
11200,355
37800,509
33400,541
11000,412
33775,523
38675,511
20975,440
21025,497
33775,488
35700,532
9625,350
27100,513
30325,516
24050,529
25275,534
32400,550
25600,483
35700,527
19675,453
34725,516
37175,477
20475,435
26675,311
21575,516
10550,403
36700,523
24700,488
36700,536
37675,511
36625,511
27750,525
27300,474
21350,384
25325,465
40625,493
26025,477
37700,523
25575,410
37700,523
31650,361
8125,327
33425,546
15150,253
27650,511
32750,536
11225,352
35725,520
28650,490
23350,479
35725,506
28625,490
34750,495
28350,483
37675,506
20550,304
21950,428
16700,410
32725,523
28725,477
39725,520
20550,463
32650,532
31425,458
23950,472
31675,520
24400,483
21925,472
36700,493
33400,518
32750,518
10375,336
40550,516
39700,511
8125,322
32725,513
35775,518
16250,410
25950,481
18150,405
37775,523
26950,481
28700,500
27725,525
34725,548
39725,516
37800,525
24625,419
19525,447
29700,509
21225,504
24550,414
39650,504
38625,520
35725,483
37725,516
28750,536
40175,444
8075,320
19725,483
38825,509
37750,529
19125,456
24625,410
24700,419
14575,359
21625,424
9000,329
25550,490
33925,525
35700,527
19375,474
29725,529
38725,518
22825,449
36775,513
31775,527
27975,477
10300,355
8125,322
31950,527
30775,506
38750,523
24225,495
28750,442
22425,479
25575,428
10050,336
24350,463
24925,435
28700,532
37725,516
38750,509
37800,513
30300,500
32800,518
28950,440
24525,412
21225,396
15750,449
21950,523
38775,525
8800,331
25925,486
31750,541
13175,435
30825,529
17850,375
33775,504
10950,405
23575,483
31775,541
20175,483
29200,495
26750,463
36775,500
16450,467
31825,539
23750,451
34800,539
18050,449
29850,548
22150,488
28700,552
38750,495
34725,523
20425,481
36725,502
37750,516
25025,472
40650,518
21075,424
8100,327
18450,472
34875,502
24000,430
37750,523
32550,523
20900,449
28350,534
40750,518
27575,520
22575,481
23925,483
34050,548
37700,490
17000,430
34800,518
29725,536
36775,525
16875,426
26350,513
26775,546
28725,527
28775,541
26800,552
30725,534
15950,421
17450,447
36200,534
26100,465
33450,516
21325,472
27750,523
35725,536
37750,525
33775,506
24375,490
32775,539
13950,412
28700,543
38775,523
29950,523
37775,529
40550,516
38725,497
34775,520
12150,320
28150,394
33875,523
35800,525
37850,506
32275,516
20925,479
37900,440
28950,539
27650,539
37875,493
37850,479
26750,421
37775,486
33650,407
28175,500
18650,419
31900,479
37800,500
30925,444
38875,518
22050,456
25275,474
15350,442
37900,518
19725,417
21075,433
32725,520
19850,465
23975,518
10475,341
23875,483
8125,327
35825,493
31800,536
18925,435
23550,490
22750,311
37900,493
18175,447
19650,453
33025,511
35850,511
22100,447
25650,520
22750,479
30300,527
35875,504
34875,523
26850,493
23800,488
36800,518
37850,506
23575,481
10350,338
32425,543
36900,523
34400,539
36900,516
34900,506
24775,504
30925,357
28900,490
35900,525
18975,463
37900,511
21375,511
35950,502
9700,336
25850,472
28875,518
35900,518
22950,467
29575,525
23825,453
27050,495
33900,539
23775,352
15700,437
40825,488
29625,490
23350,449
35950,527
36925,506
36500,472
16625,417
22950,467
22875,274
30825,548
21725,405
20100,357
17925,315
29950,529
32950,546
37850,511
36925,523
26150,331
26875,355
19550,430
19625,486
24600,525
23750,318
24825,456
39800,511
17800,322
21550,456
23125,483
20450,481
20650,394
34150,523
23200,504
31225,437
36950,518
12700,389
34950,529
26475,493
8625,336
21250,442
32925,525
28950,529
28975,442
35375,523
40625,403
11700,373
35975,435
30975,511
36950,520
28500,359
19950,465
16550,262
16325,447
15775,355
34025,511
36125,458
27100,490
15675,424
22225,442
23500,472
35925,525
35200,529
10950,343
35950,511
31025,546
30950,506
40825,539
23200,451
30175,504
28975,539
26900,516
28975,474
34900,465
36950,520
25750,481
11700,433
27925,532
33725,527
8725,338
24075,449
26900,500
20775,495
32950,543
30750,529
37975,516
24800,511
23825,493
32850,518
26850,502
31900,513
28900,502
36925,511
27875,529
35000,513
37925,516
32350,527
25825,458
40325,488
11550,396
35975,477
22725,299
31400,539
35850,513
34350,502
26775,426
39875,502
34950,518
8175,325
18050,442
32975,518
35925,527
21025,453
26825,331
35950,523
29775,527
13900,440
34950,527
23100,483
34000,497
36925,506
9900,387
23825,456
29300,525
21700,308
19925,451
34950,527
33000,479
35225,532
37950,516
36000,506
36400,453
39900,536
32025,516
25625,520
25850,490
23775,352
35025,516
14350,430
39000,500
31025,525
35000,506
29000,444
34000,534
13775,453
19325,472
22550,444
31000,520
29900,497
38975,513
17975,437
25850,502
37000,502
37975,516
30925,523
26600,516
36025,520
36025,529
24875,419
25750,479
22325,424
26900,509
38075,497
26100,523
27300,486
36075,536
26925,488
9900,336
36050,520
37975,511
34100,516
27900,437
32150,506
27100,516
30300,552
34050,518
24875,502
36050,513
34050,470
36050,516
27950,518
30975,520
17000,341
33050,511
36100,520
36050,525
37075,520
9650,308
29100,541
37125,527
32125,481
27900,539
19725,447
29725,543
24425,470
35050,532
30275,516
35025,523
28550,529
23475,483
34075,527
38075,506
15575,428
24950,451
37125,523
37050,509
36100,525
35125,527
18050,398
21900,495
40975,536
34175,486
21450,442
38075,516
10600,336
19625,502
24500,463
8175,318
35075,539
9725,391
20900,504
37100,529
38150,511
29975,534
22800,401
24950,437
17000,421
27550,490
23725,421
10700,407
27175,477
36150,511
10100,350
30225,529
32100,518
35050,520
36100,509
36100,523
11200,359
8125,325
32100,534
39125,516
25700,502
22825,532
11450,387
35150,523
16375,458
35125,527
23700,451
29500,493
22800,493
26300,488
10050,322
35100,527
36125,529
21450,470
37200,493
35175,520
27125,481
35025,511
8175,322
36125,523
23900,500
19050,437
16450,414
33125,518
35175,518
30825,548
20275,435
17575,382
33125,552
22875,465
27825,479
35000,527
36150,504
30050,518
24425,502
35150,539
16450,288
22450,467
11750,403
27750,463
35250,488
22025,483
28150,465
36175,516
35125,527
20050,465
30175,523
18950,435
34150,516
34150,529
37175,502
32025,546
16425,283
36225,523
33350,529
33725,525
31650,532
33225,532
36250,504
36650,523
29425,511
36325,488
27675,483
39275,506
18775,414
35500,421
19800,474
36250,502
18950,467
22425,477
28075,520
41175,509
26150,513
31325,506
28200,534
39250,523
29075,506
36325,506
8800,331
29200,481
32425,529
20600,474
36275,458
25200,472
38350,506
25350,481
8300,322
21150,470
33275,495
21650,447
20700,424
18650,467
26925,513
23500,518
35325,527
35325,532
21500,426
30275,449
18300,421
12600,391
37300,520
22375,481
37325,523
26125,504
23175,437
38325,516
24975,465
37375,520
25775,506
39225,504
19850,440
37300,520
39350,546
39900,511
36350,504
36425,497
30600,504
32300,529
26375,493
21625,472
30200,543
37350,518
20050,430
11000,343
11525,265
24150,440
35275,536
32225,541
26900,479
20725,502
26550,481
34325,495
11350,361
31225,513
37300,513
30200,490
36350,525
40025,500
41225,529
39275,525
37300,486
38325,534
39325,502
30150,511
33300,506
27225,479
31325,518
29300,511
36750,523
36225,520
22650,405
19600,433
33250,490
37350,520
36350,523
30925,516
33025,516
29250,458
26050,345
17500,444
40225,518
16025,430
39325,516
36775,527
31950,523
31225,534
38350,518
35300,493
8100,320
26150,504
33175,504
8100,318
39350,513
41175,502
38375,513
39275,500
21875,447
28275,483
14575,414
29300,541
20450,437
37225,511
17375,398
36350,532
32075,481
32675,532
39325,481
18175,364
36400,527
22850,465
28250,313
21850,444
41275,509
8625,341
14350,417
41225,511
28200,483
26175,518
37325,511
10725,345
10725,391
21500,447
29450,525
24425,472
24100,463
39375,513
39350,504
37375,532
37475,520
25175,329
27450,506
29700,527
36450,511
36375,520
34375,513
39400,518
34350,525
23075,490
29450,527
24725,417
30475,536
35350,534
18475,470
27300,513
37375,520
38375,509
35325,513
22825,463
33450,529
35625,442
40350,516
41350,513
25975,488
40400,495
38350,481
21225,474
19925,419
37375,523
38375,520
15275,366
31925,490
26225,527
34575,527
35425,523
18650,444
22200,472
29225,506
19225,511
8625,336
37450,511
26150,546
39400,518
25100,474
9300,329
36375,529
27200,336
33325,520
23375,433
41150,511
39400,518
24950,493
29200,509
21950,433
31600,511
29325,495
29175,493
29725,511
21175,417
28925,502
41350,518
17800,424
17675,433
36375,513
17175,440
21975,465
40425,516
16825,477
17250,396
27900,479
33275,527
39350,467
27000,479
31825,504
18025,428
37425,509
30200,490
26825,474
35375,536
25075,467
38400,513
39450,520
14425,477
34350,525
39400,520
16825,366
39425,513
28550,444
24150,534
24050,467
25475,465
16500,414
22800,481
26350,532
27450,483
28425,546
41350,486
29250,375
36275,525
34650,477
23775,348
30875,548
19950,391
32925,529
29125,534
41375,500
37400,513
31275,516
24600,497
36375,520
35325,506
25675,509
36400,534
28900,550
31250,525
30625,483
35350,534
31275,502
24650,447
19875,453
21975,520
24925,458
31250,539
39375,500
36325,523
38425,516
8475,322
36425,502
25825,479
32700,516
16500,442
34300,518
19750,419
8100,334
23500,334
30200,355
22050,451
19675,444
23450,509
34325,520
38125,525
21425,401
15250,412
24500,458
19950,456
34800,525
35300,523
14325,403
33250,511
17875,290
28025,437
8150,329
37350,523
20700,440
33250,523
39325,534
38350,483
37350,529
15400,444
29175,477
8075,322
41250,518
11475,477
36300,527
37300,520
34300,534
28125,493
38350,511
38275,504
39275,548
11800,387
19700,384
23675,440
24875,412
37350,525
12075,401
13200,447
28375,382
16725,424
40275,523
34300,541
28150,447
29950,532
36325,516
18950,449
24300,483
26075,525
37325,525
37250,529
36300,527
34175,534
26000,536
12250,417
25025,493
38350,529
32675,527
38300,520
17900,329
8075,327
36300,516
29200,511
18675,421
41325,502
30600,502
29125,449
25300,470
23000,511
37325,529
10375,345
35125,529
22350,509
24550,495
33250,520
35475,437
29225,493
24825,474
35275,550
26525,527
17775,440
28550,435
23725,486
33175,518
29175,539
16925,338
38275,506
25500,550
34225,511
19025,435
25275,543
37250,523
15225,424
40325,511
27050,490
23775,493
35250,520
38250,511
35425,523
37450,518
23825,453
16400,368
27075,520
38300,527
28150,518
24975,465
37275,520
24975,488
33275,509
39350,527
18925,430
20600,442
40325,511
34500,509
35200,534
11475,396
8850,336
40300,500
36250,520
21825,474
17000,433
23425,437
40375,539
18275,435
36225,527
22950,523
24975,463
30750,543
37300,520
35275,523
29475,543
37200,527
37250,523
38250,516
29050,509
23600,458
9500,322
29475,541
38325,518
27025,371
35325,513
26250,426
33275,520
28875,493
23125,518
8100,306
36300,525
33125,532
41250,523
13225,430
22150,490
37225,525
19900,495
36100,504
10600,403
30250,483
39275,520
39325,520
39275,518
20950,495
8100,320
25450,513
28075,474
26250,495
38225,513
26425,488
35200,488
22275,447
36150,532
17200,396
36200,546
31350,516
34200,516
36250,523
36200,516
39225,527
27375,511
40100,534
38150,552
32125,543
36150,518
20875,435
24200,502
40175,506
36100,488
40075,513
34150,502
39075,525
34150,493
41075,518
29550,548
32625,527
16675,440
20325,449
26825,500
8450,322
35150,527
35225,534
36275,516
36075,518
36100,506
9500,336
22050,447
37125,477
23350,488
21925,453
35150,486
37075,477
41050,518
23375,479
39075,513
40400,511
38500,523
24500,472
19675,463
8075,325
35425,523
27950,502
22475,488
26200,525
24850,348
26825,536
41025,520
30975,504
41125,516
19375,419
36200,509
10650,387
34000,518
37125,523
41025,486
21250,447
12250,382
37200,541
34150,506
30550,548
35075,525
35050,497
32150,536
9425,334
20200,391
35050,523
17550,378
35100,529
39100,518
24225,502
30475,513
35125,529
17275,361
24850,495
22125,456
18800,297
25675,378
37150,516
27900,523
24500,318
17950,421
19275,453
24675,410
29975,449
37000,516
37125,518
12550,350
24825,500
23975,481
8075,322
34050,506
21150,502
24825,447
13950,357
23000,435
37975,502
19800,493
32000,520
28925,453
31500,518
14175,382
35025,493
35975,523
9525,318
29625,527
40000,511
22750,355
28925,488
35025,511
35075,532
37025,513
23350,407
39875,523
12900,355
29275,256
34000,493
20000,470
37100,516
34925,529
26075,490
36075,506
34025,500
41050,532
30975,440
21475,502
20375,456
11525,364
38225,417
32550,520
39950,516
27800,552
27700,513
16250,440
38050,518
28950,477
29850,451
28300,513
9350,279
35875,493
23600,410
23050,488
8325,329
31250,509
24825,493
38000,543
8475,331
17400,424
12175,394
41025,493
25800,456
27600,516
11250,373
22125,502
25725,341
28900,348
33950,525
32500,483
19600,440
35950,525
26725,329
18925,407
35975,523
39000,523
10775,345
31950,506
24075,447
36975,523
39925,486
20275,447
12625,440
32900,529
30825,523
33850,453
34825,541
29825,297
40950,495
10025,336
35900,518
40900,520
12425,384
32900,529
36875,453
25750,500
10025,336
22925,486
8175,331
25625,451
10475,338
34950,495
29225,421
19425,451
28825,532
31700,433
41000,552
29050,479
21275,444
21675,428
29500,447
32875,532
28775,525
29925,495
27725,350
24450,481
16075,477
40950,525
26900,495
32800,527
37925,472
17250,444
34825,539
22225,479
17475,382
31875,502
9300,322
37900,516
18975,428
32825,532
24275,474
22025,456
36950,311
32875,506
38900,523
38750,523
31800,488
36775,525
23075,453
31825,511
36750,532
36850,516
22475,493
33825,527
36925,534
22575,474
34275,504
8075,327
40900,490
12025,348
25400,474
28725,474
24025,488
25625,506
26600,474
10925,341
30800,525
24400,513
31625,532
9675,331
32875,523
32350,520
32800,539
8075,311
38850,518
29375,543
26650,509
34800,525
32725,536
26125,463
20775,449
36850,504
27650,470
23325,467
16175,483
36825,516
23075,516
36725,527
12275,389
9050,334
34725,529
36875,525
36825,520
32375,513
31825,532
29750,513
22375,465
36875,513
21250,458
33800,543
33800,532
35800,520
33800,532
35875,534
33825,548
25525,509
37800,511
28875,523
25875,497
33375,523
35850,523
25725,421
25800,513
34850,509
35850,500
39950,506
32775,465
32575,532
37900,511
36925,513
39950,394
20575,453
28725,488
39875,529
31800,534
26925,495
19600,417
20375,419
28575,493
23125,474
15350,302
27850,509
12750,417
20500,447
29500,509
16275,391
34775,550
37025,520
37875,500
28875,444
23700,440
23175,546
35900,516
38925,516
32950,516
37825,518
31750,543
17925,299
23900,481
19500,458
32850,486
30375,532
39200,380
36925,523
19150,488
37875,500
32875,516
39975,500
28850,474
34100,516
34750,527
23875,502
26725,506
24250,414
38000,502
23025,481
37475,534
22725,500
25075,465
35975,529
26700,536
19900,426
21750,430
34975,488
37850,516
30850,504
23725,458
22050,430
24725,449
24250,513
29850,477
33025,534
35100,509
20525,465
39825,506
38025,506
20700,444
27100,477
20900,463
10325,359
35975,483
37925,518
23300,405
39525,516
30800,297
13650,398
28850,529
23550,463
34950,525
36925,527
29325,500
27125,467
19475,384
21400,426
10250,378
21275,458
30950,532
19600,373
20750,481
25525,518
12725,410
10050,348
36975,518
25800,532
37900,497
12050,389
35950,511
16300,304
29375,495
40875,539
12825,428
23700,472
32900,516
31450,500
35900,497
37850,474
22250,368
8175,283
25250,467
11150,355
27075,477
25550,463
28825,511
16825,389
28875,490
24725,495
35925,493
37950,516
22500,440
31900,534
23725,488
36850,523
28825,513
25425,495
8100,329
20400,449
25800,509
9950,338
31500,523
24950,511
37925,506
34950,523
20900,463
20650,338
21250,463
16525,442
13200,331
33950,527
31000,467
21025,396
34875,479
21575,343
36950,497
27875,470
35950,509
36100,493
14300,428
20925,458
16800,320
22700,444
35925,525
36950,516
27775,444
12475,437
33700,552
19575,488
20650,472
9125,295
24725,359
19525,447
40800,479
16425,322
36300,520
35175,483
8200,279
15000,389
21425,269
23325,474
9225,313
23625,412
37325,518
12425,414
22700,343
16875,265
12975,361
24250,463
35925,516
27125,502
23775,483
20550,430
36900,518
39800,506
23550,470
16375,412
12125,414
40750,516
38950,511
26200,520
23625,511
29825,509
28750,527
24100,481
24425,495
31100,504
28075,440
25925,509
26975,495
20600,334
26675,433
34900,495
8200,313
34050,532
15475,417
36825,495
30850,412
35875,520
22625,320
10025,338
36925,532
36875,520
15250,414
36750,502
24550,477
23425,453
40850,520
18925,389
14900,442
26725,318
9675,338
30325,539
22900,502
38775,511
25775,509
39825,541
29850,502
38725,479
38800,520
25700,502
19375,458
25700,497
20825,451
35925,483
26075,504
31075,523
40750,470
26125,532
8100,315
34850,511
34850,527
28000,516
24350,463
39400,502
38775,509
33875,518
27500,486
23200,442
19500,444
21700,444
36800,523
37900,511
38325,506
40725,516
31550,529
34500,536
25850,504
18875,447
17850,428
35875,509
36725,516
28725,541
35775,532
36825,509
32800,534
11875,430
27225,536
23875,403
38825,506
39775,497
34850,488
20175,447
30800,550
37350,552
25100,479
38750,506
36900,511
23275,481
34675,525
32825,513
26325,488
34825,534
34825,532
34800,520
30175,518
21375,453
10300,341
24675,506
36775,516
36875,527
25450,465
15725,458
36825,513
38750,516
8600,325
20350,465
21850,447
35750,513
29375,539
13200,417
32525,527
8375,327
22500,449
37725,520
9900,334
37725,509
33650,539
34700,523
36675,506
39475,511
35575,513
41375,488
35550,506
24950,449
20425,481
35325,509
37475,504
41350,511
36525,509
16250,447
33800,523
17750,419
18900,417
31525,497
39450,511
35075,428
31400,534
22800,458
34475,518
30475,511
18175,407
24275,477
23375,516
21275,444
26075,504
38450,513
30525,500
22350,458
33975,543
25325,497
12950,421
21025,495
29475,539
33400,532
8700,276
34550,486
22400,479
22700,451
24375,311
26200,472
38425,513
28450,506
24800,516
22325,472
37475,529
32400,536
26450,493
22800,481
28300,520
20325,465
29425,518
30475,500
35475,516
27950,516
25575,518
33700,518
31825,523
38375,516
40375,513
32500,513
24275,479
19900,481
37475,523
31525,532
20150,430
19225,447
40125,463
27500,479
39450,516
25100,444
27450,341
19325,458
25325,456
40225,518
25975,477
25925,500
28450,500
36450,513
37350,497
24400,467
41400,495
36475,513
35500,513
32450,509
29600,481
22700,449
35500,525
20350,424
36525,523
19725,463
38475,525
28450,518
21375,472
26250,516
25500,506
38525,525
17000,398
40375,483
29075,366
17475,421
35575,525
39400,509
34550,523
35500,474
28100,543
17675,419
10725,384
31825,527
8175,329
28950,451
41425,550
15175,285
40400,488
36475,511
26150,527
20950,497
25425,504
17700,440
40350,465
31500,513
33950,513
36525,527
25225,421
32475,511
16675,308
16500,401
25375,479
25275,488
33475,513
31650,509
15825,407
31475,509
22150,490
30500,529
30500,525
25425,483
23375,315
23500,458
35900,509
29500,449
24775,486
27025,516
31475,361
28500,527
29450,513
32525,520
30525,550
30725,495
33450,500
30525,502
24800,523
33475,534
30425,371
28175,490
20350,451
31075,447
21650,451
31650,518
34000,536
21550,398
24500,474
41400,541
28525,474
24300,495
21600,502
17000,447
31550,525
16825,490
24225,486
23300,315
36425,497
40400,506
21325,306
38475,497
31450,387
30450,513
32475,523
25075,497
37550,523
28900,509
34475,518
12675,419
30725,523
27425,481
39125,401
19425,481
28425,506
23750,506
25575,495
32300,523
31475,502
20950,444
22850,447
26400,518
28850,513
27525,513
28575,486
23825,546
21575,463
20325,302
40450,509
24425,500
21400,493
35450,520
24375,449
32475,509
10000,327
28425,527
35600,504
21500,477
35550,495
21925,421
25625,486
25325,497
34550,520
29150,483
36450,504
24850,511
23325,453
34425,546
29000,398
20125,472
32475,509
35450,497
34450,458
20250,412
22800,495
22725,467
8425,329
8250,318
34525,536
31475,541
23350,453
32475,525
26450,546
37450,509
31475,536
30550,497
30450,523
31475,495
27475,449
36500,497
38475,451
41350,509
38400,511
23150,470
34475,532
18525,458
28375,525
26950,488
37425,502
33850,523
33450,527
20325,453
30450,502
17800,308
33450,525
26150,435
36450,506
32500,529
33550,536
15225,401
31700,467
31500,516
25075,502
11300,343
19650,444
30500,534
35575,500
10500,366
24400,451
29525,490
37525,539
17400,458
30475,506
19425,417
33525,495
37475,513
34450,511
32575,504
29425,529
37500,511
37525,506
39500,532
31550,525
35575,502
37425,516
24450,502
19975,449
9175,331
37475,502
33550,523
37475,497
23475,520
27625,481
35525,518
34550,504
30825,532
27675,488
31500,550
40500,447
33575,500
30475,523
25150,470
33475,520
22000,477
30550,511
36475,513
38575,539
32550,520
24550,516
31525,527
32375,534
30600,513
26050,428
32550,536
32550,506
19325,493
37450,500
21775,481
25100,486
19175,495
27925,534
24675,500
29500,502
23425,493
24350,477
32500,541
28025,486
8250,331
11450,401
34550,534
28500,536
17325,463
31550,536
36525,509
36700,511
30525,516
35600,523
10225,359
20725,486
26275,520
34575,525
25125,513
27500,474
38450,527
28450,371
12125,357
36475,518
30275,511
25325,520
30550,516
32650,513
22800,486
30600,502
19625,412
25900,477
23400,486
26725,536
23400,539
32475,520
38475,506
39450,481
23925,456
32600,520
17575,500
23825,437
30600,523
14075,396
10375,373
25075,477
20700,472
8075,327
38600,502
36525,520
36600,520
27350,516
24200,465
33600,511
33575,509
36475,495
20100,458
29750,513
30025,511
34625,486
20100,421
29500,529
33600,523
39525,541
35625,506
26425,474
27225,548
8550,320
33625,525
32600,532
18000,456
31925,543
24975,509
35575,497
34625,520
26250,486
35450,483
27550,534
28100,529
36650,518
37550,470
35725,529
17950,414
16975,421
34675,518
36550,518
16025,417
35625,504
39625,497
40525,509
37825,401
38600,511
36125,523
23350,458
37700,502
21275,428
15800,463
36900,516
17275,440
18100,440
36600,516
28800,488
24475,493
35825,543
23300,465
30650,527
27800,516
41175,500
25275,493
37600,516
22500,315
16975,306
23500,472
35725,506
38675,513
17500,419
37600,509
35675,520
34725,467
20400,430
19175,456
28325,518
21850,456
20350,447
34650,525
32700,529
38675,546
22475,483
38600,488
16125,444
34750,529
36600,520
11450,276
28400,444
28575,442
24675,479
40550,472
21850,463
35725,513
25150,449
33350,511
38700,511
37725,523
22775,458
13325,320
26175,490
23550,449
40550,474
15775,442
22575,327
9900,320
35775,490
23525,433
33700,536
37675,523
38650,525
22575,327
37700,516
36175,527
38775,513
39575,502
31775,534
29750,504
16225,437
29725,500
39600,506
25600,424
18200,428
38675,513
33675,516
26700,495
9075,334
22525,299
35650,497
15175,410
23200,520
32675,539
40600,506
28650,536
25900,504
37725,513
16275,295
24675,497
36400,516
31250,490
23575,488
32675,525
28075,470
35700,511
34675,525
19925,465
26075,511
40575,509
33675,536
29625,451
34675,523
24525,463
25975,497
32700,527
20150,449
34700,516
27500,525
35725,525
37700,516
38625,509
39650,518
40575,509
29925,481
25650,456
27600,504
32725,525
34675,527
25500,426
36675,516
25825,419
35675,534
34725,527
35800,523
9225,334
28625,449
20900,442
22100,518
19225,444
20425,453
32625,543
40500,532
35850,532
32500,511
38600,539
30700,520
31650,525
36675,525
20375,470
33675,509
30675,504
23200,479
22300,486
35650,520
35700,527
33550,529
20450,435
29800,529
33575,527
23000,488
18575,463
31650,516
18425,444
10650,412
35825,502
29375,525
12850,437
28575,536
31775,516
34600,516
38650,513
37675,490
16525,458
36700,523
21125,458
39525,504
17725,435
35725,532
17000,380
38625,488
35675,529
35700,497
18950,493
38650,511
14175,428
32700,502
32650,539
35700,529
12175,361
24375,463
34700,543
25225,442
30675,509
20300,274
37625,511
23475,410
9975,325
31475,516
25300,543
39650,518
21250,472
10825,331
23750,481
36650,474
36500,539
33675,520
39500,511
30025,536
28650,474
30650,532
10075,325
34650,511
32650,479
32650,523
25600,495
36625,506
8075,322
23525,453
37675,516
28675,532
27975,550
39600,511
38625,513
27600,518
10175,338
27450,518
28675,341
39550,516
40525,509
36650,495
35675,506
16300,477
26550,502
23975,490
25225,486
38575,513
34725,486
32625,523
36650,509
35850,470
16525,391
35675,520
24825,523
35750,529
20650,465
32725,511
18075,430
36600,513
10475,341
35700,516
25550,500
22850,513
37700,518
36650,520
17125,414
18000,430
40600,467
36700,518
26325,490
30700,506
28600,546
18800,470
40600,506
37650,516
33700,532
36650,552
27150,472
35325,493
22475,465
33800,525
36625,516
38725,525
16525,449
37625,509
11075,345
29725,509
39600,527
23525,456
17125,437
40550,488
25125,470
36675,511
37700,520
39600,511
37325,520
27050,490
8075,327
34700,527
23500,465
21525,479
40575,511
29850,506
34700,527
35700,527
37650,527
25375,472
22725,495
24800,523
22850,516
36650,513
19425,504
28625,506
21400,479
28850,543
20150,451
38625,502
36675,529
35950,518
38600,497
27600,470
22500,456
25300,465
37650,502
15525,364
20300,453
9450,313
32600,518
30650,506
34350,525
17675,442
39575,506
24875,513
35675,516
17150,486
36650,518
25225,490
19450,433
38000,509
25675,479
20825,396
12675,417
23300,486
34650,527
10275,391
25625,486
29175,504
28675,550
31850,527
14125,467
25800,509
9875,336
34700,539
24475,504
32450,504
36675,511
18825,488
24550,511
36675,520
26275,541
25250,493
22000,481
31600,529
34650,527
27925,495
37700,520
17000,458
31625,504
34625,546
34675,513
38625,513
25550,437
34650,518
41225,516
22400,447
36650,513
32650,527
39575,511
16675,470
22225,447
16300,453
35725,518
36625,511
35600,516
12675,430
31600,539
33625,509
32500,527
35550,513
38600,534
33800,532
35550,509
27750,534
34525,546
35500,504
32875,525
29950,449
38400,513
29150,539
39475,520
40350,479
28625,511
37375,500
35550,495
22475,256
41425,523
25550,497
15400,391
40375,520
35500,534
17325,426
30450,364
23325,410
28025,509
21350,444
10950,401
28250,502
16175,444
38425,513
20275,331
40375,493
23425,518
35450,509
17775,458
15975,465
36500,500
41375,433
37500,513
22825,479
40400,513
39600,453
22300,465
23225,497
27450,318
26525,493
37425,516
31075,541
39475,518
39750,481
39425,527
37425,511
39450,516
8875,334
28575,490
40400,518
30375,541
37475,500
23425,493
40450,520
34450,529
28500,525
41375,520
23275,495
18625,378
37050,447
14375,437
37450,509
32925,490
20025,433
41425,407
30550,513
22450,483
22050,486
35475,497
32475,520
34475,523
16800,371
34500,523
33425,495
22475,279
28250,493
35425,520
9575,338
33500,532
22075,506
24225,375
35475,520
24450,490
39425,518
40525,527
17075,260
19425,470
30450,336
30250,500
40375,516
25475,493
23625,500
30500,493
22500,483
41025,513
18150,453
13750,387
31400,364
24450,472
28450,523
27300,506
41025,509
14125,403
22450,502
40450,477
26925,506
16275,410
28625,539
34425,520
39425,525
32500,520
34500,527
27375,546
35425,513
30200,437
39475,523
33425,497
25050,474
23100,488
21025,479
21225,467
35425,527
34475,497
25300,338
35450,513
18825,437
37375,504
24100,513
38400,520
34450,497
36425,516
24200,458
10300,357
32375,520
31450,539
35425,520
37525,453
27425,513
33300,523
34350,525
12075,299
22725,481
36450,520
33400,502
23425,267
27075,493
25800,488
8650,329
41025,497
30000,516
32425,513
26250,470
37450,513
29700,497
37450,513
14200,430
34450,532
30325,502
37475,495
21300,440
33900,382
20950,472
25875,502
18000,453
13525,398
38375,490
20950,449
25075,500
34350,465
41000,504
13200,322
21450,470
36400,509
35425,511
21675,440
37450,520
25175,532
25100,525
21650,458
31825,467
28300,516
20575,435
35400,516
28925,495
37450,516
36375,518
16650,440
36400,518
39425,527
19200,428
16750,442
39375,516
32475,516
20200,495
27375,502
21925,479
27800,500
27000,488
25375,543
37375,506
34450,513
30500,430
24775,417
30300,500
16675,302
35400,511
30625,495
39975,463
17950,440
39400,513
26400,421
8150,329
25450,502
18450,313
37425,525
35450,523
22750,336
37450,518
11725,348
34275,550
32400,497
36350,511
32375,532
39475,520
36375,520
24050,488
27625,516
40325,520
26375,329
39375,516
28075,504
40475,543
24900,497
29525,539
24200,401
37475,504
21350,486
17075,449
31425,543
38375,477
29675,513
29025,433
25825,520
20750,453
27300,490
37500,509
10600,357
25500,518
30400,453
41425,495
21400,474
38350,520
37500,483
26300,433
21775,456
24350,456
35850,525
40475,523
30675,513
38475,520
35375,520
39400,511
41375,518
16825,433
40450,495
27200,488
40425,536
15350,421
38375,523
40475,525
23650,456
27825,490
16700,306
39100,518
20225,495
27425,486
37500,518
29400,523
17625,447
